line_id,estimate_id,cost_code,description,quantity,unit,unit_cost,unit_price,line_total,category
ELI-DFD43591,EST-C5114BE4,01-FOOTINGS,Footings & Posts — Labor,1,ls,6944.63,11371.38,11371.38,labor
ELI-F93D14A4,EST-C5114BE4,01-FOOTINGS,Footings & Posts — Materials,1,ls,3703.8,6064.74,6064.74,material
ELI-24BE61BC,EST-C5114BE4,02-FRAMING,Framing & Decking — Labor,1,ls,11574.39,18952.3,18952.3,labor
ELI-AE81D8E3,EST-C5114BE4,02-FRAMING,Framing & Decking — Materials,1,ls,12963.32,21226.57,21226.57,material
ELI-DF175CD6,EST-C5114BE4,03-STAIRS,Stairs & Railings — Labor,1,ls,5555.71,9097.1,9097.1,labor
ELI-8F3BDB18,EST-C5114BE4,03-STAIRS,Stairs & Railings — Materials,1,ls,4629.76,7580.92,7580.92,material
ELI-E7BAFF9F,EST-C5114BE4,04-FINISH,Finish & Sealing — Labor,1,ls,3703.8,6064.74,6064.74,labor
ELI-6329B0DE,EST-C5114BE4,04-FINISH,Finish & Sealing — Materials,1,ls,1851.9,3032.37,3032.37,material
ELI-53D0B187,EST-C5114BE4,05-CLEANUP,Cleanup & Final Inspection — Labor,1,ls,925.95,1516.18,1516.18,labor
ELI-79A17CF1,EST-B7294D32,01-LABOR,Labor — Labor,1,ls,937.37,2252.42,2252.42,labor
ELI-175DB3B4,EST-B7294D32,02-MATERIALS,Materials — Materials,1,ls,624.92,1501.61,1501.61,material
ELI-83B42ACB,EST-9C154F08,01-DEMO,Demolition — Labor,1,ls,2014.71,3273.91,3273.91,labor
ELI-6CA64872,EST-9C154F08,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,1007.36,1636.95,1636.95,material
ELI-AFC86050,EST-9C154F08,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,3626.48,5893.04,5893.04,subcontractor
ELI-7803BA5A,EST-9C154F08,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,402.94,654.78,654.78,material
ELI-F23419A1,EST-9C154F08,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1611.77,2619.13,2619.13,subcontractor
ELI-CB6E2608,EST-9C154F08,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1208.83,1964.35,1964.35,labor
ELI-EB2AF4C1,EST-9C154F08,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,805.88,1309.56,1309.56,material
ELI-2525307A,EST-9C154F08,05-TILE,Tile & Shower — Materials,1,ls,1611.77,2619.13,2619.13,material
ELI-60B7EB8A,EST-9C154F08,05-TILE,Tile & Shower — Subcontractor,1,ls,4029.42,6547.82,6547.82,subcontractor
ELI-B95F0826,EST-9C154F08,06-VANITY,Vanity & Fixtures — Labor,1,ls,1007.36,1636.95,1636.95,labor
ELI-90A37682,EST-9C154F08,06-VANITY,Vanity & Fixtures — Materials,1,ls,2417.65,3928.69,3928.69,material
ELI-17200E7E,EST-9C154F08,07-PAINT,Paint — Labor,1,ls,805.88,1309.56,1309.56,labor
ELI-96C5848B,EST-9C154F08,07-PAINT,Paint — Materials,1,ls,402.94,654.78,654.78,material
ELI-E72D4E41,EST-9C154F08,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,402.94,654.78,654.78,labor
ELI-4104740B,EST-07E0AE68,01-FOOTINGS,Footings & Posts — Labor,1,ls,5500.0,9113.62,9113.62,labor
ELI-3A82D2D2,EST-07E0AE68,01-FOOTINGS,Footings & Posts — Materials,1,ls,2933.34,4860.6,4860.6,material
ELI-ED795B50,EST-07E0AE68,02-FRAMING,Framing & Decking — Labor,1,ls,9166.67,15189.37,15189.37,labor
ELI-25583F8E,EST-07E0AE68,02-FRAMING,Framing & Decking — Materials,1,ls,10266.67,17012.09,17012.09,material
ELI-2D2AA1E7,EST-07E0AE68,03-STAIRS,Stairs & Railings — Labor,1,ls,4400.0,7290.9,7290.9,labor
ELI-55CD6707,EST-07E0AE68,03-STAIRS,Stairs & Railings — Materials,1,ls,3666.67,6075.75,6075.75,material
ELI-FE280650,EST-07E0AE68,04-FINISH,Finish & Sealing — Labor,1,ls,2933.34,4860.6,4860.6,labor
ELI-50F713ED,EST-07E0AE68,04-FINISH,Finish & Sealing — Materials,1,ls,1466.67,2430.3,2430.3,material
ELI-BA4D1F14,EST-07E0AE68,05-CLEANUP,Cleanup & Final Inspection — Labor,1,ls,733.33,1215.15,1215.15,labor
ELI-8C3F345A,EST-7824E3AD,01-LABOR,Labor — Labor,1,ls,765.81,1698.83,1698.83,labor
ELI-674285E8,EST-7824E3AD,02-MATERIALS,Materials — Materials,1,ls,510.54,1132.55,1132.55,material
ELI-EAE2A026,EST-F8B86921,01-DEMO,Demolition — Labor,1,ls,4810.24,7124.03,7124.03,labor
ELI-E2013BB7,EST-F8B86921,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,2405.12,3562.02,3562.02,material
ELI-575BFAC4,EST-F8B86921,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,7215.36,10686.05,10686.05,subcontractor
ELI-A705F261,EST-F8B86921,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,1803.84,2671.51,2671.51,material
ELI-8BF9B466,EST-F8B86921,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,6012.8,8905.04,8905.04,subcontractor
ELI-F5342796,EST-F8B86921,04-INSULATION,Insulation — Labor,1,ls,1803.84,2671.51,2671.51,labor
ELI-3A17D635,EST-F8B86921,04-INSULATION,Insulation — Materials,1,ls,1202.56,1781.01,1781.01,material
ELI-F42E5370,EST-F8B86921,05-DRYWALL,Drywall — Labor,1,ls,4208.96,6233.53,6233.53,labor
ELI-2E9ED3ED,EST-F8B86921,05-DRYWALL,Drywall — Materials,1,ls,2405.12,3562.02,3562.02,material
ELI-1C9A0885,EST-F8B86921,06-CABINETS,Cabinet Installation — Labor,1,ls,3607.68,5343.02,5343.02,labor
ELI-E4CC148C,EST-F8B86921,06-CABINETS,Cabinet Installation — Materials,1,ls,10823.04,16029.07,16029.07,material
ELI-4201A5D5,EST-F8B86921,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,7215.36,10686.05,10686.05,subcontractor
ELI-8E1A123B,EST-F8B86921,08-TILE,Tile Work — Materials,1,ls,1803.84,2671.51,2671.51,material
ELI-16E23BB4,EST-F8B86921,08-TILE,Tile Work — Subcontractor,1,ls,4810.24,7124.03,7124.03,subcontractor
ELI-E5A7E05A,EST-F8B86921,09-PAINT,Paint — Labor,1,ls,3006.4,4452.52,4452.52,labor
ELI-FE0B8056,EST-F8B86921,09-PAINT,Paint — Materials,1,ls,1202.56,1781.01,1781.01,material
ELI-C8FCC423,EST-F8B86921,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,3607.68,5343.02,5343.02,labor
ELI-C0BF19B9,EST-F8B86921,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,1803.84,2671.51,2671.51,material
ELI-2D367734,EST-F8B86921,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,1803.84,2671.51,2671.51,labor
ELI-8610D2D1,EST-F8B86921,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,6012.8,8905.04,8905.04,material
ELI-3D9901C2,EST-F8B86921,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1202.56,1781.01,1781.01,labor
ELI-3C583683,EST-F04D356F,01-LABOR,Labor — Labor,1,ls,943.49,2472.56,2472.56,labor
ELI-DC5AFCCD,EST-F04D356F,02-MATERIALS,Materials — Materials,1,ls,629.0,1648.37,1648.37,material
ELI-016AE006,EST-48DE630F,01-SITE,Site Work & Excavation — Labor,1,ls,12562.87,16738.83,16738.83,labor
ELI-7B6B0D1C,EST-48DE630F,01-SITE,Site Work & Excavation — Materials,1,ls,8375.25,11159.22,11159.22,material
ELI-FC67F25D,EST-48DE630F,01-SITE,Site Work & Excavation — Subcontractor,1,ls,20938.11,27898.05,27898.05,subcontractor
ELI-01833DDD,EST-48DE630F,02-FOUNDATION,Foundation — Labor,1,ls,20938.11,27898.05,27898.05,labor
ELI-76983465,EST-48DE630F,02-FOUNDATION,Foundation — Materials,1,ls,29313.36,39057.27,39057.27,material
ELI-719CA077,EST-48DE630F,02-FOUNDATION,Foundation — Subcontractor,1,ls,12562.87,16738.83,16738.83,subcontractor
ELI-F5DE6BB6,EST-48DE630F,03-FRAMING,Framing — Labor,1,ls,41876.23,55796.1,55796.1,labor
ELI-6290C779,EST-48DE630F,03-FRAMING,Framing — Materials,1,ls,58626.72,78114.54,78114.54,material
ELI-09F07E0D,EST-48DE630F,04-ROOFING,Roofing — Labor,1,ls,16750.49,22318.44,22318.44,labor
ELI-8B4BADEC,EST-48DE630F,04-ROOFING,Roofing — Materials,1,ls,20938.11,27898.05,27898.05,material
ELI-BD343A30,EST-48DE630F,05-WINDOWS-DOORS,Windows & Exterior Doors — Labor,1,ls,12562.87,16738.83,16738.83,labor
ELI-C6D999A1,EST-48DE630F,05-WINDOWS-DOORS,Windows & Exterior Doors — Materials,1,ls,37688.6,50216.49,50216.49,material
ELI-DE5C0188,EST-48DE630F,06-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,8375.25,11159.22,11159.22,material
ELI-39271F9F,EST-48DE630F,06-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,29313.36,39057.27,39057.27,subcontractor
ELI-5C651883,EST-48DE630F,07-ROUGH-ELEC,Rough Electrical — Materials,1,ls,12562.87,16738.83,16738.83,material
ELI-F010806D,EST-48DE630F,07-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,29313.36,39057.27,39057.27,subcontractor
ELI-E2349ED1,EST-48DE630F,08-HVAC,HVAC — Subcontractor,1,ls,29313.36,39057.27,39057.27,subcontractor
ELI-01AD8EA7,EST-48DE630F,09-INSULATION,Insulation — Labor,1,ls,8375.25,11159.22,11159.22,labor
ELI-152F39C7,EST-48DE630F,09-INSULATION,Insulation — Materials,1,ls,12562.87,16738.83,16738.83,material
ELI-9AB13598,EST-48DE630F,10-SIDING,Exterior Siding & Trim — Labor,1,ls,16750.49,22318.44,22318.44,labor
ELI-81A91A45,EST-48DE630F,10-SIDING,Exterior Siding & Trim — Materials,1,ls,25125.74,33477.66,33477.66,material
ELI-3B5829BA,EST-48DE630F,11-DRYWALL,Drywall — Labor,1,ls,16750.49,22318.44,22318.44,labor
ELI-F35A9519,EST-48DE630F,11-DRYWALL,Drywall — Materials,1,ls,12562.87,16738.83,16738.83,material
ELI-61D59E35,EST-48DE630F,12-PAINT,Paint - Interior & Exterior — Labor,1,ls,12562.87,16738.83,16738.83,labor
ELI-E6618B6C,EST-48DE630F,12-PAINT,Paint - Interior & Exterior — Materials,1,ls,8375.25,11159.22,11159.22,material
ELI-9362D189,EST-48DE630F,13-CABINETS,Cabinets — Labor,1,ls,12562.87,16738.83,16738.83,labor
ELI-6936300F,EST-48DE630F,13-CABINETS,Cabinets — Materials,1,ls,25125.74,33477.66,33477.66,material
ELI-FF8D08E9,EST-48DE630F,14-COUNTERTOPS,Countertops — Subcontractor,1,ls,16750.49,22318.44,22318.44,subcontractor
ELI-D508CB30,EST-48DE630F,15-FLOORING,Flooring — Labor,1,ls,12562.87,16738.83,16738.83,labor
ELI-527C3774,EST-48DE630F,15-FLOORING,Flooring — Materials,1,ls,20938.11,27898.05,27898.05,material
ELI-A0888EFD,EST-48DE630F,16-TRIM,Finish Carpentry & Trim — Labor,1,ls,16750.49,22318.44,22318.44,labor
ELI-B6A7804C,EST-48DE630F,16-TRIM,Finish Carpentry & Trim — Materials,1,ls,12562.87,16738.83,16738.83,material
ELI-92F08D8F,EST-48DE630F,17-FIXTURES,Fixtures & Appliances — Labor,1,ls,8375.25,11159.22,11159.22,labor
ELI-F0C1ED5F,EST-48DE630F,17-FIXTURES,Fixtures & Appliances — Materials,1,ls,25125.74,33477.66,33477.66,material
ELI-CC208EFB,EST-48DE630F,18-LANDSCAPING,Final Grade & Landscaping — Labor,1,ls,4187.62,5579.61,5579.61,labor
ELI-35895977,EST-48DE630F,18-LANDSCAPING,Final Grade & Landscaping — Materials,1,ls,8375.25,11159.22,11159.22,material
ELI-79AC7385,EST-48DE630F,18-LANDSCAPING,Final Grade & Landscaping — Subcontractor,1,ls,8375.25,11159.22,11159.22,subcontractor
ELI-37E1DAC0,EST-48DE630F,19-CLEANUP,Final Cleanup & CO — Labor,1,ls,8375.25,11159.22,11159.22,labor
ELI-389DBCF7,EST-BFF22041,01-LABOR,Labor — Labor,1,ls,1190.33,2200.06,2200.06,labor
ELI-9BB2FA57,EST-BFF22041,02-MATERIALS,Materials — Materials,1,ls,793.55,1466.71,1466.71,material
ELI-A7CC279E,EST-E70CF2BC,01-LABOR,Labor — Labor,1,ls,1051.43,2259.19,2259.19,labor
ELI-505C8715,EST-E70CF2BC,02-MATERIALS,Materials — Materials,1,ls,700.95,1506.13,1506.13,material
ELI-FA87A9DA,EST-F980EA86,01-DEMO,Demolition — Labor,1,ls,1922.18,2939.36,2939.36,labor
ELI-53547B7B,EST-F980EA86,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,961.09,1469.68,1469.68,material
ELI-D0F662DF,EST-F980EA86,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,3459.93,5290.85,5290.85,subcontractor
ELI-0346A61E,EST-F980EA86,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,384.44,587.87,587.87,material
ELI-19DDB84E,EST-F980EA86,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1537.75,2351.49,2351.49,subcontractor
ELI-79A5C083,EST-F980EA86,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1153.31,1763.62,1763.62,labor
ELI-B13D229D,EST-F980EA86,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,768.87,1175.75,1175.75,material
ELI-D8C40E1D,EST-F980EA86,05-TILE,Tile & Shower — Materials,1,ls,1537.75,2351.49,2351.49,material
ELI-E02F3CFE,EST-F980EA86,05-TILE,Tile & Shower — Subcontractor,1,ls,3844.37,5878.73,5878.73,subcontractor
ELI-D1DCA36B,EST-F980EA86,06-VANITY,Vanity & Fixtures — Labor,1,ls,961.09,1469.68,1469.68,labor
ELI-02142BD3,EST-F980EA86,06-VANITY,Vanity & Fixtures — Materials,1,ls,2306.62,3527.24,3527.24,material
ELI-F4C7AD05,EST-F980EA86,07-PAINT,Paint — Labor,1,ls,768.87,1175.75,1175.75,labor
ELI-D366DB55,EST-F980EA86,07-PAINT,Paint — Materials,1,ls,384.44,587.87,587.87,material
ELI-8B710AEF,EST-F980EA86,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,384.44,587.87,587.87,labor
ELI-44D5AEE0,EST-E37245DC,01-DEMO,Demolition — Labor,1,ls,4924.77,7000.77,7000.77,labor
ELI-40B30B06,EST-E37245DC,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,2462.38,3500.39,3500.39,material
ELI-1E02EBFA,EST-E37245DC,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,7387.15,10501.16,10501.16,subcontractor
ELI-8F362377,EST-E37245DC,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,1846.79,2625.29,2625.29,material
ELI-11F74740,EST-E37245DC,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,6155.96,8750.97,8750.97,subcontractor
ELI-00AE8BD3,EST-E37245DC,04-INSULATION,Insulation — Labor,1,ls,1846.79,2625.29,2625.29,labor
ELI-508A0180,EST-E37245DC,04-INSULATION,Insulation — Materials,1,ls,1231.19,1750.19,1750.19,material
ELI-0E2BB1E4,EST-E37245DC,05-DRYWALL,Drywall — Labor,1,ls,4309.17,6125.68,6125.68,labor
ELI-5BDB52A3,EST-E37245DC,05-DRYWALL,Drywall — Materials,1,ls,2462.38,3500.39,3500.39,material
ELI-7424C4BB,EST-E37245DC,06-CABINETS,Cabinet Installation — Labor,1,ls,3693.57,5250.58,5250.58,labor
ELI-A18364E5,EST-E37245DC,06-CABINETS,Cabinet Installation — Materials,1,ls,11080.72,15751.74,15751.74,material
ELI-85FF7F2B,EST-E37245DC,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,7387.15,10501.16,10501.16,subcontractor
ELI-6EC7A19F,EST-E37245DC,08-TILE,Tile Work — Materials,1,ls,1846.79,2625.29,2625.29,material
ELI-654F92C9,EST-E37245DC,08-TILE,Tile Work — Subcontractor,1,ls,4924.77,7000.77,7000.77,subcontractor
ELI-C282D4AC,EST-E37245DC,09-PAINT,Paint — Labor,1,ls,3077.98,4375.48,4375.48,labor
ELI-15AA9D25,EST-E37245DC,09-PAINT,Paint — Materials,1,ls,1231.19,1750.19,1750.19,material
ELI-728763EC,EST-E37245DC,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,3693.57,5250.58,5250.58,labor
ELI-DEF0C81C,EST-E37245DC,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,1846.79,2625.29,2625.29,material
ELI-A55769AA,EST-E37245DC,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,1846.79,2625.29,2625.29,labor
ELI-D70247CE,EST-E37245DC,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,6155.96,8750.97,8750.97,material
ELI-EF6FEA42,EST-E37245DC,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1231.19,1750.19,1750.19,labor
ELI-297182A8,EST-0248F102,01-LABOR,Labor — Labor,1,ls,1269.76,2601.79,2601.79,labor
ELI-2FF9227C,EST-0248F102,02-MATERIALS,Materials — Materials,1,ls,846.5,1734.52,1734.52,material
ELI-8E994E0A,EST-A51A81EB,01-LABOR,Labor — Labor,1,ls,771.26,1820.32,1820.32,labor
ELI-47D17CF2,EST-A51A81EB,02-MATERIALS,Materials — Materials,1,ls,514.18,1213.54,1213.54,material
ELI-1132067C,EST-226E2846,01-DEMO,Demolition — Labor,1,ls,1694.01,2584.15,2584.15,labor
ELI-7D0C63A0,EST-226E2846,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,847.01,1292.08,1292.08,material
ELI-61E4B784,EST-226E2846,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,3049.22,4651.48,4651.48,subcontractor
ELI-30DE4B7C,EST-226E2846,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,338.8,516.83,516.83,material
ELI-2B967343,EST-226E2846,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1355.21,2067.32,2067.32,subcontractor
ELI-CEEEEE58,EST-226E2846,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1016.41,1550.49,1550.49,labor
ELI-0184F870,EST-226E2846,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,677.6,1033.66,1033.66,material
ELI-2911D6E1,EST-226E2846,05-TILE,Tile & Shower — Materials,1,ls,1355.21,2067.32,2067.32,material
ELI-0CFF2C80,EST-226E2846,05-TILE,Tile & Shower — Subcontractor,1,ls,3388.02,5168.31,5168.31,subcontractor
ELI-7D3D7231,EST-226E2846,06-VANITY,Vanity & Fixtures — Labor,1,ls,847.01,1292.08,1292.08,labor
ELI-C6A5DDAB,EST-226E2846,06-VANITY,Vanity & Fixtures — Materials,1,ls,2032.81,3100.98,3100.98,material
ELI-5A077547,EST-226E2846,07-PAINT,Paint — Labor,1,ls,677.6,1033.66,1033.66,labor
ELI-27DA91AC,EST-226E2846,07-PAINT,Paint — Materials,1,ls,338.8,516.83,516.83,material
ELI-FBB49BEC,EST-226E2846,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,338.8,516.83,516.83,labor
ELI-1D5F168C,EST-8CBF6407,01-LABOR,Labor — Labor,1,ls,862.62,2516.45,2516.45,labor
ELI-5FAFDEE6,EST-8CBF6407,02-MATERIALS,Materials — Materials,1,ls,575.08,1677.63,1677.63,material
ELI-D485061C,EST-E74ECC30,01-SITE,Site Work & Excavation — Labor,1,ls,4587.26,5880.0,5880.0,labor
ELI-4D932765,EST-E74ECC30,01-SITE,Site Work & Excavation — Materials,1,ls,3058.17,3920.0,3920.0,material
ELI-A324E900,EST-E74ECC30,01-SITE,Site Work & Excavation — Subcontractor,1,ls,7645.43,9800.0,9800.0,subcontractor
ELI-5DC8A5AB,EST-E74ECC30,02-FOUNDATION,Foundation — Labor,1,ls,7645.43,9800.0,9800.0,labor
ELI-62DDFBEE,EST-E74ECC30,02-FOUNDATION,Foundation — Materials,1,ls,10703.61,13720.0,13720.0,material
ELI-74959152,EST-E74ECC30,02-FOUNDATION,Foundation — Subcontractor,1,ls,4587.26,5880.0,5880.0,subcontractor
ELI-6C0C6E78,EST-E74ECC30,03-FRAMING,Framing — Labor,1,ls,15290.86,19600.0,19600.0,labor
ELI-3ED41176,EST-E74ECC30,03-FRAMING,Framing — Materials,1,ls,21407.21,27440.0,27440.0,material
ELI-71C98213,EST-E74ECC30,04-ROOFING,Roofing — Labor,1,ls,6116.35,7840.0,7840.0,labor
ELI-4D2A755A,EST-E74ECC30,04-ROOFING,Roofing — Materials,1,ls,7645.43,9800.0,9800.0,material
ELI-EF446968,EST-E74ECC30,05-WINDOWS-DOORS,Windows & Exterior Doors — Labor,1,ls,4587.26,5880.0,5880.0,labor
ELI-50178581,EST-E74ECC30,05-WINDOWS-DOORS,Windows & Exterior Doors — Materials,1,ls,13761.78,17640.0,17640.0,material
ELI-993E8EB7,EST-E74ECC30,06-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,3058.17,3920.0,3920.0,material
ELI-E207D3B8,EST-E74ECC30,06-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,10703.61,13720.0,13720.0,subcontractor
ELI-3AF36048,EST-E74ECC30,07-ROUGH-ELEC,Rough Electrical — Materials,1,ls,4587.26,5880.0,5880.0,material
ELI-407EF02C,EST-E74ECC30,07-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,10703.61,13720.0,13720.0,subcontractor
ELI-7C9ED71B,EST-E74ECC30,08-HVAC,HVAC — Subcontractor,1,ls,10703.61,13720.0,13720.0,subcontractor
ELI-F2B6F9F1,EST-E74ECC30,09-INSULATION,Insulation — Labor,1,ls,3058.17,3920.0,3920.0,labor
ELI-F7F43F6A,EST-E74ECC30,09-INSULATION,Insulation — Materials,1,ls,4587.26,5880.0,5880.0,material
ELI-FB7E36EC,EST-E74ECC30,10-SIDING,Exterior Siding & Trim — Labor,1,ls,6116.35,7840.0,7840.0,labor
ELI-EA532DE0,EST-E74ECC30,10-SIDING,Exterior Siding & Trim — Materials,1,ls,9174.52,11760.0,11760.0,material
ELI-AF8B2F25,EST-E74ECC30,11-DRYWALL,Drywall — Labor,1,ls,6116.35,7840.0,7840.0,labor
ELI-ABBEF419,EST-E74ECC30,11-DRYWALL,Drywall — Materials,1,ls,4587.26,5880.0,5880.0,material
ELI-15B7BB72,EST-E74ECC30,12-PAINT,Paint - Interior & Exterior — Labor,1,ls,4587.26,5880.0,5880.0,labor
ELI-8D903CA8,EST-E74ECC30,12-PAINT,Paint - Interior & Exterior — Materials,1,ls,3058.17,3920.0,3920.0,material
ELI-B4C24482,EST-E74ECC30,13-CABINETS,Cabinets — Labor,1,ls,4587.26,5880.0,5880.0,labor
ELI-D98AD210,EST-E74ECC30,13-CABINETS,Cabinets — Materials,1,ls,9174.52,11760.0,11760.0,material
ELI-5E67262B,EST-E74ECC30,14-COUNTERTOPS,Countertops — Subcontractor,1,ls,6116.35,7840.0,7840.0,subcontractor
ELI-6F201ACB,EST-E74ECC30,15-FLOORING,Flooring — Labor,1,ls,4587.26,5880.0,5880.0,labor
ELI-FC59D5A3,EST-E74ECC30,15-FLOORING,Flooring — Materials,1,ls,7645.43,9800.0,9800.0,material
ELI-5987D9E4,EST-E74ECC30,16-TRIM,Finish Carpentry & Trim — Labor,1,ls,6116.35,7840.0,7840.0,labor
ELI-BF651C25,EST-E74ECC30,16-TRIM,Finish Carpentry & Trim — Materials,1,ls,4587.26,5880.0,5880.0,material
ELI-794C7FD1,EST-E74ECC30,17-FIXTURES,Fixtures & Appliances — Labor,1,ls,3058.17,3920.0,3920.0,labor
ELI-4E05887C,EST-E74ECC30,17-FIXTURES,Fixtures & Appliances — Materials,1,ls,9174.52,11760.0,11760.0,material
ELI-1101F1F5,EST-E74ECC30,18-LANDSCAPING,Final Grade & Landscaping — Labor,1,ls,1529.09,1960.0,1960.0,labor
ELI-DA6E7E2D,EST-E74ECC30,18-LANDSCAPING,Final Grade & Landscaping — Materials,1,ls,3058.17,3920.0,3920.0,material
ELI-DEC15D18,EST-E74ECC30,18-LANDSCAPING,Final Grade & Landscaping — Subcontractor,1,ls,3058.17,3920.0,3920.0,subcontractor
ELI-D912FB62,EST-E74ECC30,19-CLEANUP,Final Cleanup & CO — Labor,1,ls,3058.17,3920.0,3920.0,labor
ELI-D118C7A9,EST-AAD3BC80,01-DEMO,Demolition — Labor,1,ls,1717.02,2801.08,2801.08,labor
ELI-32C388C4,EST-AAD3BC80,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,858.51,1400.54,1400.54,material
ELI-18F2D0FF,EST-AAD3BC80,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,3090.64,5041.94,5041.94,subcontractor
ELI-A8F377BB,EST-AAD3BC80,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,343.4,560.22,560.22,material
ELI-0A76F17C,EST-AAD3BC80,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1373.62,2240.86,2240.86,subcontractor
ELI-40960E13,EST-AAD3BC80,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1030.21,1680.65,1680.65,labor
ELI-F05EF3B8,EST-AAD3BC80,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,686.81,1120.43,1120.43,material
ELI-6E235457,EST-AAD3BC80,05-TILE,Tile & Shower — Materials,1,ls,1373.62,2240.86,2240.86,material
ELI-D329206E,EST-AAD3BC80,05-TILE,Tile & Shower — Subcontractor,1,ls,3434.04,5602.16,5602.16,subcontractor
ELI-A41FF922,EST-AAD3BC80,06-VANITY,Vanity & Fixtures — Labor,1,ls,858.51,1400.54,1400.54,labor
ELI-C602919F,EST-AAD3BC80,06-VANITY,Vanity & Fixtures — Materials,1,ls,2060.42,3361.3,3361.3,material
ELI-200939B3,EST-AAD3BC80,07-PAINT,Paint — Labor,1,ls,686.81,1120.43,1120.43,labor
ELI-799578CD,EST-AAD3BC80,07-PAINT,Paint — Materials,1,ls,343.4,560.22,560.22,material
ELI-DF4825D0,EST-AAD3BC80,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,343.4,560.22,560.22,labor
ELI-61906EFA,EST-0E7F8D93,01-DEMO,Demolition — Labor,1,ls,1534.18,2260.49,2260.49,labor
ELI-183F94B8,EST-0E7F8D93,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,767.09,1130.24,1130.24,material
ELI-C5898D8E,EST-0E7F8D93,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,2761.51,4068.87,4068.87,subcontractor
ELI-D21C72EF,EST-0E7F8D93,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,306.83,452.1,452.1,material
ELI-F0E12232,EST-0E7F8D93,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1227.34,1808.39,1808.39,subcontractor
ELI-A7255F12,EST-0E7F8D93,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,920.5,1356.29,1356.29,labor
ELI-56EF283D,EST-0E7F8D93,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,613.67,904.19,904.19,material
ELI-F8253CE7,EST-0E7F8D93,05-TILE,Tile & Shower — Materials,1,ls,1227.34,1808.39,1808.39,material
